,sna,tot,sbi,sarea,mday,ar,bemp,act
722,YouBike2.0_碧湖公園(內湖路二段103巷),19,7,內湖區,2023-05-27 22:52:14,內湖路二段103巷76號(對面),12,1
723,YouBike2.0_貿七社區,17,6,內湖區,2023-05-27 22:54:16,內湖路二段179巷48弄17號(旁),11,1
724,YouBike2.0_內湖區農會,12,7,內湖區,2023-05-27 22:54:16,內湖路二段334號(前),5,1
725,YouBike2.0_捷運內湖站(2號出口),10,0,內湖區,2023-05-27 23:08:04,成功路四段167巷6弄2號(旁),9,1
726,YouBike2.0_康寧金湖路口,14,6,內湖區,2023-05-27 21:01:16,康寧路一段273號(對面),8,1
727,YouBike2.0_康寧路一段156巷20弄口,17,5,內湖區,2023-05-27 21:42:14,康寧路一段156巷/康寧路一段156巷20弄(西側),12,1
728,YouBike2.0_安康公園,19,1,內湖區,2023-05-27 23:12:04,五分街14巷31號(對面),18,1
729,YouBike2.0_安泰街83巷,20,12,內湖區,2023-05-27 22:25:14,安泰街83巷3號(對面),8,1
730,YouBike2.0_內溝溪生態展示館,8,7,內湖區,2023-05-27 18:45:16,康樂街236-3號(前),1,1
731,YouBike2.0_捷運港墘站(2號出口),47,15,內湖區,2023-05-27 23:12:14,內湖路一段520號,30,1
732,YouBike2.0_東湖國中,16,3,內湖區,2023-05-27 22:59:14,康樂街125巷4號(對面),13,1
733,YouBike2.0_石潭公園(安康路),20,1,內湖區,2023-05-27 20:15:15,安康路28號西北側,19,1
734,YouBike2.0_內湖垃圾焚化廠,20,7,內湖區,2023-05-27 23:09:14,安康路290號西側,12,1
735,YouBike2.0_康寧公園(北側),20,5,內湖區,2023-05-27 23:01:17,康寧路三段60號南側,15,1
736,YouBike2.0_康寧路三段54巷口,15,1,內湖區,2023-05-27 22:23:04,康寧路三段54-5號西側,14,1
737,YouBike2.0_行善路25巷口,21,10,內湖區,2023-05-27 22:56:15,行善路39號(前),11,1
738,YouBike2.0_新明路460巷口,15,12,內湖區,2023-05-27 22:55:23,南京東路六段122號(斜前方),3,1
739,YouBike2.0_下灣公園,16,5,內湖區,2023-05-27 23:03:14,民權東路六段206巷/民權東路六段190巷75弄(西北側),11,1
740,YouBike2.0_民權東路六段245巷口,12,9,內湖區,2023-05-27 22:45:15,民權東路六段247號(前),3,1
741,YouBike2.0_東湖國小,22,16,內湖區,2023-05-27 23:09:14,東湖路與東湖路113巷口東側,4,1
742,YouBike2.0_捷運內湖站(1號出口),28,13,內湖區,2023-05-27 23:13:14,成功路四段182巷/成功路四段口(西側),15,1
743,YouBike2.0_瑞光港墘路口,15,3,內湖區,2023-05-27 23:09:14,港墘路185號前,11,1
744,YouBike2.0_瑞湖陽光街口,25,4,內湖區,2023-05-27 23:01:17,瑞湖街101號對側,20,1
745,YouBike2.0_金龍公園,15,12,內湖區,2023-05-27 23:05:15,金龍路112巷口(金龍公園側),3,1
746,YouBike2.0_星雲街138巷1弄口,15,7,內湖區,2023-05-27 23:04:14,星雲街138巷18號,7,1
747,YouBike2.0_東湖一號公園,10,2,內湖區,2023-05-27 23:05:15,康寧路三段189巷163弄13號東南側,8,1
748,YouBike2.0_東湖二號公園,15,3,內湖區,2023-05-27 22:27:14,康寧路三段99巷39弄70號東南側,11,1
749,YouBike2.0_康湖二號公園(康寧醫院),16,3,內湖區,2023-05-27 22:09:14,成功路五段420巷17號東側,11,1
750,YouBike2.0_堤頂大道新湖一路口,13,2,內湖區,2023-05-27 22:53:14,堤頂大道一段215號前,10,1
751,YouBike2.0_下灣公園(成功路),16,1,內湖區,2023-05-27 22:13:14,成功路二段189號北側,15,1
752,YouBike2.0_舊宗行善路口,9,3,內湖區,2023-05-27 22:16:16,行善路179號西側,6,1
753,YouBike2.0_新湖二路250巷口,20,10,內湖區,2023-05-27 22:33:14,新湖二路/新湖二路250巷(西南側),10,1
754,YouBike2.0_成功路四段41巷口,12,3,內湖區,2023-05-27 23:03:14,成功路四段41巷6號前側,9,1
755,YouBike2.0_金湖星雲街口,30,12,內湖區,2023-05-27 22:47:14,金湖路83號對側,18,1
756,YouBike2.0_國防醫學院,15,4,內湖區,2023-05-27 22:49:14,民權東路六段161號前側,11,1
757,YouBike2.0_民權東路六段190巷117弄口,15,5,內湖區,2023-05-27 21:13:15,民權東路六段190巷117弄15號對側,10,1
758,YouBike2.0_內湖運動中心,21,7,內湖區,2023-05-27 22:19:14,洲子街12號前,14,1
759,YouBike2.0_九華公園,16,11,內湖區,2023-05-27 22:56:15,文湖街21巷68弄25-6號北側,5,1
760,YouBike2.0_內湖路二段179巷口,16,1,內湖區,2023-05-27 23:01:17,內湖路二段179巷242號對側,14,1
761,YouBike2.0_行善行愛路口,12,7,內湖區,2023-05-27 22:18:14,行善路243號(前),5,1
762,YouBike2.0_民善新湖二路口(家樂福內湖店),23,6,內湖區,2023-05-27 22:51:15,民善街88號(旁),16,1
763,YouBike2.0_統振大樓,25,11,內湖區,2023-05-27 21:41:15,安美街181號前,13,1
764,YouBike2.0_陽光街161巷口,16,7,內湖區,2023-05-27 22:55:23,陽光街161巷14號對側,8,1
765,YouBike2.0_潭美公園(南京東路六段368巷),18,2,內湖區,2023-05-27 22:30:34,南京東路六段366號對側,15,1
766,YouBike2.0_西康二號公園,21,11,內湖區,2023-05-27 23:09:14,文湖街60巷/環山路一段24巷(北側),10,1
767,YouBike2.0_三民國中(民權東路六段47巷),13,6,內湖區,2023-05-27 23:01:17,民權東路六段47巷6號對側,7,1
768,YouBike2.0_瑞光路76巷口,12,1,內湖區,2023-05-27 22:49:14,瑞光路102號前,11,1
769,YouBike2.0_捷運東湖站,28,2,內湖區,2023-05-27 23:13:14,安康路315巷/五分街14巷(西側),26,1
770,YouBike2.0_新湖國小,12,2,內湖區,2023-05-27 22:11:16,民權東路六段/成功路二段320巷31弄(東南側),9,1
771,YouBike2.0_碧山內湖路口,16,8,內湖區,2023-05-27 22:38:14,內湖路三段72巷15號西側,8,1
772,YouBike2.0_民權東路六段413巷,16,1,內湖區,2023-05-27 22:01:16,民權東路六段409號前,15,1
773,YouBike2.0_宏匯瑞光廣場(瑞光路),16,5,內湖區,2023-05-27 22:55:23,瑞光路353號前(瑞光路側人行道),11,1
774,YouBike2.0_宏匯瑞光廣場(港墘路),20,13,內湖區,2023-05-27 22:55:23,瑞光路355號前(港墘路側人行道),7,1
775,YouBike2.0_康樂街151巷,14,14,內湖區,2023-05-27 22:30:23,康樂街151巷/康樂街,0,1
776,YouBike2.0_內湖路一段360巷,15,1,內湖區,2023-05-27 22:40:21,內湖路一段358號,14,1
777,YouBike2.0_成功路三段83號前,11,2,內湖區,2023-05-27 22:15:05,成功路三段83號前,9,1
778,YouBike2.0_內湖路一段47巷,16,1,內湖區,2023-05-27 22:59:14,內湖路一段47巷/內湖路一段47巷22弄,14,1
779,YouBike2.0_陽光舊宗路口,20,2,內湖區,2023-05-27 21:19:14,陽光街/舊宗路二段,18,1
780,YouBike2.0_安湖公園,8,1,內湖區,2023-05-27 20:57:14,東湖路113巷95弄/康寧路三段75巷,7,1
781,YouBike2.0_湖興公園,16,8,內湖區,2023-05-27 22:21:15,成功路二段250巷23弄/成功路二段312巷,7,1
782,YouBike2.0_安泰街(康樂橋下),15,1,內湖區,2023-05-27 16:52:14,安泰街(康樂橋下),14,1
783,YouBike2.0_康樂綠地,15,15,內湖區,2023-05-27 23:04:04,康樂街191巷/康樂街,0,1
784,YouBike2.0_捷運港墘站(1號出口),23,1,內湖區,2023-05-27 23:03:14,內湖路一段663號前,22,1
785,YouBike2.0_明美公園(行善路333巷),16,2,內湖區,2023-05-27 22:26:15,行善路333巷92號前,14,1
786,YouBike2.0_行善路383巷,17,3,內湖區,2023-05-27 21:25:15,行善路383巷27號對側,13,1
787,YouBike2.0_舊宗新湖三路口,18,12,內湖區,2023-05-27 21:47:14,舊宗路一段/新湖三路(南側),6,1
788,YouBike2.0_內湖運動公園,17,2,內湖區,2023-05-27 20:31:15,舊宗路二段/民權東路六段11巷,15,1
789,YouBike2.0_內湖路三段326巷口,15,7,內湖區,2023-05-27 22:33:14,內湖路三段326巷/內湖路三段,8,1
790,YouBike2.0_成功公園,11,1,內湖區,2023-05-27 22:23:19,成功路四段223巷/成功路四段223巷6弄,10,1
791,YouBike2.0_康寧路三段189巷93弄口,14,8,內湖區,2023-05-27 23:09:14,康寧路三段189巷/康寧路三段189巷93弄,5,1
792,YouBike2.0_中國醫藥大學附設醫院臺北分院,13,4,內湖區,2023-05-27 23:03:14,內湖路二段368號對側,7,1
793,YouBike2.0_康樂抽水站,15,3,內湖區,2023-05-27 21:35:15,東湖路160巷23號,12,1
794,YouBike2.0_環山路三段16巷口,13,4,內湖區,2023-05-27 22:24:14,環山路三段/環山路三段16巷口(東南側),9,1
795,YouBike2.0_文德一號綠地,15,11,內湖區,2023-05-27 22:32:14,內湖區文德路91號旁,4,1
796,YouBike2.0_臺北花市,20,2,內湖區,2023-05-27 22:41:14,新湖三路28號前人行道,18,1
797,YouBike2.0_行善社會住宅,23,14,內湖區,2023-05-27 22:01:16,行愛路與新湖一路口西南側,9,1
798,YouBike2.0_康寧路三段99巷17弄口,15,6,內湖區,2023-05-27 23:03:14,康寧路三段99巷19號對側,9,1
799,YouBike2.0_堤頂大道二段407巷口,15,0,內湖區,2023-05-27 18:47:04,堤頂大道二段405號前,15,1
800,YouBike2.0_海德堡科技大樓,12,0,內湖區,2023-05-27 19:47:04,堤頂大道二段473號前,12,1
801,YouBike2.0_致伸科技大樓,17,3,內湖區,2023-05-27 18:21:17,瑞光路669號旁,14,1
802,YouBike2.0_內湖路一段288巷口,20,10,內湖區,2023-05-27 23:05:15,內湖路一段290號前,10,1
803,YouBike2.0_大都會客運內湖站,15,1,內湖區,2023-05-27 22:35:19,民權東路六段11巷25號對側,14,1
804,YouBike2.0_瑞湖公園,15,1,內湖區,2023-05-27 22:16:04,民權東路六段15巷/民權東路六段19巷,14,1
805,YouBike2.0_台灣世曦大樓,16,4,內湖區,2023-05-27 22:43:14,陽光街323號,11,1
806,YouBike2.0_遠雄時代總部,14,0,內湖區,2023-05-27 23:08:04,瑞光路423號,14,1
807,YouBike2.0_瑞光路358巷口,14,0,內湖區,2023-05-27 21:42:04,瑞光路/瑞光路358巷,14,1
808,YouBike2.0_大港墘公園(洲子街),18,10,內湖區,2023-05-27 22:35:19,洲子街/瑞光路393巷,8,1
809,YouBike2.0_世紀經貿,16,8,內湖區,2023-05-27 22:59:14,內湖路一段396號,8,1
810,YouBike2.0_民權東路六段56巷口,15,8,內湖區,2023-05-27 23:10:20,民權東路六段56巷7號對側,6,1
811,YouBike2.0_新湖三行忠路72巷口,15,5,內湖區,2023-05-27 20:35:05,新湖三路/行忠路72巷,9,1
812,YouBike2.0_新湖三新湖二146巷口,15,3,內湖區,2023-05-27 22:34:17,新湖三路122、124號對側,12,1
813,YouBike2.0_舊宗新湖二路口,17,2,內湖區,2023-05-27 22:21:15,舊宗路一段/新湖二路(南側),14,1
814,YouBike2.0_新光基湖大樓,19,4,內湖區,2023-05-27 21:38:14,基湖路12號,15,1
815,YouBike2.0_內湖路一段120巷15弄,19,2,內湖區,2023-05-27 18:11:16,內湖路一段120巷15弄8號對側,17,1
816,YouBike2.0_北勢湖環保公園(堤頂大道側),14,0,內湖區,2023-05-27 22:45:05,堤頂大道二段501號前,14,1
817,YouBike2.0_達爾文大樓,15,1,內湖區,2023-05-27 17:49:03,洲子街61號,14,1
818,YouBike2.0_承德路七段304巷口,20,9,北投區,2023-05-27 23:09:14,承德路七段306-308號(前),8,1
819,YouBike2.0_洲美運動公園,20,14,北投區,2023-05-27 22:37:14,洲美街271號(對面),6,1
820,YouBike2.0_榮華二明德路口,30,18,北投區,2023-05-27 23:08:14,明德路212號(榮華二路側人行道),12,1
821,YouBike2.0_捷運明德站(1號出口),23,17,北投區,2023-05-27 22:37:14,西安街一段明德路口(東南側),4,1
822,YouBike2.0_文林建民路口,20,13,北投區,2023-05-27 22:55:23,文林北路214-216號(前),7,1
823,YouBike2.0_永欣綠地,25,1,北投區,2023-05-27 22:50:22,行義路10巷2號(旁),24,1
824,YouBike2.0_關渡宮,40,31,北投區,2023-05-27 22:53:14,知行路360號(旁),8,1
825,YouBike2.0_關渡自然公園,22,6,北投區,2023-05-27 23:11:14,關渡路68號(對面),14,1
826,YouBike2.0_關渡醫院,14,9,北投區,2023-05-27 23:13:14,知行路235巷7號(對面),2,1
827,YouBike2.0_捷運忠義站(1號出口),17,4,北投區,2023-05-27 22:42:14,中央北路四段262號(對面),13,1
828,YouBike2.0_捷運關渡站(1號出口),54,34,北投區,2023-05-27 23:06:15,大度路三段270巷/立功街55巷(西南側),18,1
829,YouBike2.0_捷運關渡站(2號出口),14,4,北投區,2023-05-27 22:19:14,捷運關渡站2號出口外人行道,10,1
830,YouBike2.0_中央北路四段540巷口,19,7,北投區,2023-05-27 22:41:14,中央北路四段529號(對面),12,1
831,YouBike2.0_大度立德路口,18,1,北投區,2023-05-27 22:55:12,大度路三段立德路口(西北側),17,1
832,YouBike2.0_捷運復興崗站(1號出口),45,17,北投區,2023-05-27 23:11:14,中央北路三段9-1號(對面),26,1
833,YouBike2.0_捷運復興崗站旅客服務中心,15,14,北投區,2023-05-27 22:56:15,中央北路三段185號(前方),1,1
834,YouBike2.0_豐年公園,20,5,北投區,2023-05-27 22:42:14,大業路529號(對面),15,1
835,YouBike2.0_稻香重三路口,15,1,北投區,2023-05-27 22:57:03,稻香重三路口(對面路側),11,1
836,YouBike2.0_國防大學政治作戰學院,30,19,北投區,2023-05-27 23:13:14,中央北路二段167號(對面),8,1
837,YouBike2.0_秀山區民活動中心,20,4,北投區,2023-05-27 22:41:14,秀山路50號(旁),16,1
838,YouBike2.0_大業大同街口,42,19,北投區,2023-05-27 23:10:20,大業路671號(對面),21,1
839,YouBike2.0_捷運新北投站,42,14,北投區,2023-05-27 22:55:24,中和街10號(對面),28,1
840,YouBike2.0_捷運北投站,30,8,北投區,2023-05-27 22:54:16,光明路2巷3號(對面),22,1
841,YouBike2.0_捷運奇岩站(三合街),40,17,北投區,2023-05-27 23:05:15,三合街二段486號(旁),23,1
842,YouBike2.0_八仙里辦公處,16,5,北投區,2023-05-27 22:59:14,北投路一段臨20號(旁),5,1
843,YouBike2.0_清江國小,58,29,北投區,2023-05-27 23:09:14,公舘路198號(對面),29,1
844,YouBike2.0_大業路300巷口,20,13,北投區,2023-05-27 23:10:20,大業路302號(前),5,1
845,YouBike2.0_立農公園,21,8,北投區,2023-05-27 23:03:14,承德路七段/吉利街(西北側),11,1
846,YouBike2.0_北投奇岩長青樂活大樓,15,7,北投區,2023-05-27 21:55:23,三合街一段119號(前),7,1
847,YouBike2.0_捷運唭哩岸站(2號出口),54,18,北投區,2023-05-27 23:04:14,西安街二段345-349號(對面),34,1
848,YouBike2.0_北投運動中心,60,49,北投區,2023-05-27 23:12:14,石牌路一段39巷100號(旁),11,1
849,YouBike2.0_陽明大學,30,18,北投區,2023-05-27 23:01:17,東華街二段136號(對面),11,1
850,YouBike2.0_捷運石牌站(2號出口),56,22,北投區,2023-05-27 23:10:20,東華街一段526號(對面),32,1
851,YouBike2.0_台北護理大學,28,0,北投區,2023-05-27 23:03:04,石牌路二段100號(前),28,1
852,YouBike2.0_捷運石牌站(1號出口),20,15,北投區,2023-05-27 22:32:14,石牌路一段139號(對面),3,1
853,YouBike2.0_振興醫院,36,1,北投區,2023-05-27 22:53:14,明德路365號(前),33,1
854,YouBike2.0_石牌國小,26,9,北投區,2023-05-27 23:08:14,石牌路一段142號(對面),15,1
855,YouBike2.0_振興公園,13,0,北投區,2023-05-27 23:04:04,天母西路109號(對面),12,1
856,YouBike2.0_立農國小,19,13,北投區,2023-05-27 23:07:14,立農街一段201號(對面),6,1
857,YouBike2.0_承德路七段280巷口,17,6,北投區,2023-05-27 23:01:17,承德路七段260號(前),5,1
858,YouBike2.0_致遠一路二段11巷,22,11,北投區,2023-05-27 23:10:20,自強街61巷8號(旁),8,1
859,YouBike2.0_榮富公園,13,13,北投區,2023-05-27 22:51:04,榮華三路2號(旁),0,1
860,YouBike2.0_中正高中,31,4,北投區,2023-05-27 21:01:16,文林北路77號(前),26,1
861,YouBike2.0_立功立德路口,32,1,北投區,2023-05-27 23:07:14,立德路15號(前),31,1
862,YouBike2.0_中央北路四段30巷口,16,3,北投區,2023-05-27 22:23:19,中央北路四段32號(旁),12,1
863,YouBike2.0_陽明交大圖書館,37,11,北投區,2023-05-27 22:59:14,陽明交大圖書館後方機車停車場,26,1
864,YouBike2.0_捷運新北投站(2號出口),11,9,北投區,2023-05-27 23:05:15,光明路225號(對面),1,1
865,YouBike2.0_復興公園,14,10,北投區,2023-05-27 23:09:14,中和街61號對側,4,1
866,YouBike2.0_承德石牌路口,17,5,北投區,2023-05-27 23:05:15,承德路七段與石牌路一段口北側,11,1
867,YouBike2.0_承德路七段188巷口,16,9,北投區,2023-05-27 23:11:14,承德路七段192-198號前,6,1
868,YouBike2.0_捷運明德站(3號出口),41,5,北投區,2023-05-27 23:07:14,明德路95號,36,1
869,YouBike2.0_大豐公園,39,25,北投區,2023-05-27 23:09:14,大興街145號前,12,1
870,YouBike2.0_洲美公園,30,12,北投區,2023-05-27 22:50:22,福美路199號旁,18,1
871,YouBike2.0_中和街455巷11弄,13,8,北投區,2023-05-27 22:25:14,中和街455巷11弄6-8號(前),4,1
872,YouBike2.0_洲美蜆仔港公園,20,4,北投區,2023-05-27 21:52:15,洲美蜆仔港公園西南側(福美路側),16,1
873,YouBike2.0_文化三杏林一路口,17,12,北投區,2023-05-27 22:55:24,杏林一路3號(旁),5,1
874,YouBike2.0_珠海復興一路口,15,10,北投區,2023-05-27 22:27:14,珠海路/復興一路口(東側),5,1
875,YouBike2.0_裕民二路33巷,15,6,北投區,2023-05-27 22:40:21,裕民二路33巷/裕民六路(西北側),9,1
876,YouBike2.0_新奇岩社會住宅,12,6,北投區,2023-05-27 22:49:14,磺港路269-271號(旁),4,1
877,YouBike2.0_泉源公園,15,8,北投區,2023-05-27 21:30:37,珠海路145號(對側公園),7,1
878,YouBike2.0_奇岩4號綠地,12,5,北投區,2023-05-27 23:08:14,三合街一段79巷16號(對面),6,1
879,YouBike2.0_臺北健康護理大學(教研大樓),15,2,北投區,2023-05-27 22:53:14,石牌路二段185號對側,13,1
880,YouBike2.0_奇岩一號公園,24,16,北投區,2023-05-27 22:48:14,磺港路/清江路177巷(東側),8,1
881,YouBike2.0_福星公園,18,9,北投區,2023-05-27 23:07:14,文林北路280號(對側公園),8,1
882,YouBike2.0_中庸公園,12,10,北投區,2023-05-27 22:35:08,珠海路1號旁,0,1
883,YouBike2.0_豐年公園_1,18,12,北投區,2023-05-27 22:59:14,大業路539號,5,1
884,YouBike2.0_光明溫泉路口,20,15,北投區,2023-05-27 23:06:15,光明路148號對側人行道,5,1
885,YouBike2.0_和信治癌中心醫院,18,0,北投區,2023-05-27 17:44:04,立德路125號,18,1
886,YouBike2.0_致遠新村,15,4,北投區,2023-05-27 22:32:14,秀山路26號(懷遠新村社區入口南側),11,1
887,YouBike2.0_北投公園露天溫泉,15,2,北投區,2023-05-27 23:04:14,中山路6號西側(北投溪木道西側),13,1
888,YouBike2.0_中和街493巷9弄口,16,3,北投區,2023-05-27 20:51:15,中和街493巷9弄2號對側,13,1
889,YouBike2.0_捷運北投站(1號出口),50,11,北投區,2023-05-27 23:11:14,光明路2巷/光明路交叉口,37,1
890,YouBike2.0_石牌立農街口,29,1,北投區,2023-05-27 23:12:14,石牌路二段/立農街二段口,28,1
891,YouBike2.0_捷運唭哩岸站(1號出口),20,0,北投區,2023-05-27 22:57:04,捷運唭哩岸站一(東華) 公車亭對側人行道,19,1
892,YouBike2.0_大興光明路2巷口,14,7,北投區,2023-05-27 23:02:14,大興街50號對側人行道,7,1
893,YouBike2.0_捷運忠義站(2號出口),20,4,北投區,2023-05-27 23:09:14,捷運忠義站(2號出口)無障礙坡道旁,16,1
894,YouBike2.0_福國承德路口,15,5,北投區,2023-05-27 21:21:42,承德路六段80號南側,9,1
895,YouBike2.0_捷運北投站(1號出口)(北投路側),31,1,北投區,2023-05-27 22:45:15,捷運北投站(1號出口)(北投路側),30,1
896,YouBike2.0_華固創富中心,15,3,北投區,2023-05-27 21:08:14,承德路六段120號(北側地下室車道旁),12,1
897,YouBike2.0_崇仰公園(公舘路255巷),20,8,北投區,2023-05-27 22:43:14,公舘路255巷43號東側道路對面,12,1
898,YouBike2.0_北投文化公園(北側),15,13,北投區,2023-05-27 22:50:22,文化三路2號西側公園,2,1
899,YouBike2.0_捷運松山站(4號出口),19,2,松山區,2023-05-27 23:13:04,八德路四段742號,16,1
900,YouBike2.0_塔悠八德路口,34,8,松山區,2023-05-27 23:13:14,塔悠路2號(旁),25,1
901,YouBike2.0_鵬程公園,24,10,松山區,2023-05-27 22:47:14,健康路399號北側,13,1
902,YouBike2.0_中崙高中,50,14,松山區,2023-05-27 23:11:14,八德路四段91巷9號(對面),31,1
903,YouBike2.0_捷運南京三民站(2號出口),19,1,松山區,2023-05-27 23:11:03,南京東路五段156號(前),17,1
904,YouBike2.0_捷運南京三民站(1號出口),35,5,松山區,2023-05-27 23:10:20,捷運南京三民站(1號出口),29,1
905,YouBike2.0_光復北路11巷口,23,2,松山區,2023-05-27 23:11:14,光復北路13號(旁),21,1
906,YouBike2.0_捷運南京三民站(4號出口),13,0,松山區,2023-05-27 22:52:04,南京東路五段229號(前),12,1
907,YouBike2.0_西松高中,14,6,松山區,2023-05-27 22:09:14,健康路325巷5弄5號(前),7,1
908,YouBike2.0_民權復興路口,27,3,松山區,2023-05-27 22:50:22,民權東路三段119號(前),24,1
909,YouBike2.0_民福三號綠地,15,7,松山區,2023-05-27 23:12:14,民族東路712號(對面),8,1
910,YouBike2.0_民有一號公園,37,15,松山區,2023-05-27 23:10:20,敦化北路244巷43號(對面),22,1
911,YouBike2.0_民生敦化路口,51,1,松山區,2023-05-27 23:09:14,敦化北路216號(對面),47,1
912,YouBike2.0_松基公園,20,1,松山區,2023-05-27 23:10:09,長春路432號(對面),19,1
913,YouBike2.0_三民路166巷口,12,8,松山區,2023-05-27 23:10:20,三民路166巷1號(對面),4,1
914,YouBike2.0_民生活動中心,35,5,松山區,2023-05-27 23:13:14,民生東路五段163-1號(前),27,1
915,YouBike2.0_捷運小巨蛋站(2號出口),26,1,松山區,2023-05-27 23:06:15,南京東路四段6號(前),25,1
916,YouBike2.0_臺北市藝文推廣處,45,2,松山區,2023-05-27 23:07:14,八德路三段25號(前),43,1
917,YouBike2.0_民生國小(敦化北路199巷),20,3,松山區,2023-05-27 23:07:14,敦化北路199巷15號(旁),16,1
918,YouBike2.0_敦北公園,48,12,松山區,2023-05-27 23:13:14,敦化北路/富錦街77巷口(東南側),35,1
919,YouBike2.0_民權運動公園,21,16,松山區,2023-05-27 22:40:21,民權東路四段/新中街口(西南側),5,1
920,YouBike2.0_新東公園,36,11,松山區,2023-05-27 23:12:14,民生東路五段/塔悠路口(西南側),25,1
921,YouBike2.0_民生光復路口,31,18,松山區,2023-05-27 23:07:14,光復北路266號(前),12,1
922,YouBike2.0_三民公園,22,6,松山區,2023-05-27 23:12:14,撫遠街298號對側公園,16,1
923,YouBike2.0_八德路三段74巷口,17,14,松山區,2023-05-27 22:59:14,八德路三段74巷95號南側,3,1
924,YouBike2.0_八德路三段8巷口,15,4,松山區,2023-05-27 23:08:14,市民大道四段123號,11,1
925,YouBike2.0_三軍總醫院(松山分院),44,11,松山區,2023-05-27 23:10:20,光復北路/光復北路190巷口(東南側),32,1
926,YouBike2.0_平安新城,16,6,松山區,2023-05-27 22:42:14,延壽街356巷/延壽街330巷16弄(東北側),10,1
927,YouBike2.0_健康社會住宅,20,7,松山區,2023-05-27 23:10:20,健康路305號(前),11,1
928,YouBike2.0_民權光復路口(東北側),24,1,松山區,2023-05-27 22:44:04,民權東路四段/光復北路(東北側),23,1
929,YouBike2.0_市民東興路口,25,9,松山區,2023-05-27 23:10:20,東興路33號南側,15,1
930,YouBike2.0_光復南路22巷口,29,8,松山區,2023-05-27 23:01:17,光復南路19號西側,20,1
931,YouBike2.0_光復南路58巷,12,9,松山區,2023-05-27 22:56:04,光復南路58巷11號東側,0,1
932,YouBike2.0_松山新城,14,2,松山區,2023-05-27 23:13:14,健康路78號(對面),12,1
933,YouBike2.0_內政部營建署,33,6,松山區,2023-05-27 23:09:14,八德路二段342號(前),27,1
934,YouBike2.0_南京光復路口,31,2,松山區,2023-05-27 23:08:14,南京東路四段186號前,28,1
935,YouBike2.0_民生立體停車場,20,16,松山區,2023-05-27 23:13:14,民生東路五段84號前,3,1
936,YouBike2.0_健康新城,35,18,松山區,2023-05-27 23:08:14,健康路179號前,14,1
937,YouBike2.0_健安新城,30,13,松山區,2023-05-27 23:13:14,三民路43巷1號前,16,1
938,YouBike2.0_復盛公園,20,6,松山區,2023-05-27 22:53:14,八德路四段106巷/八德路四段106巷6弄口(東側),13,1
939,YouBike2.0_中崙福成宮,27,2,松山區,2023-05-27 23:11:14,市民大道四段73號前,24,1
940,YouBike2.0_捷運南京復興站(7號出口),15,0,松山區,2023-05-27 23:11:03,慶城街1號(東南側),15,1
941,YouBike2.0_捷運南京復興站(5號出口),49,17,松山區,2023-05-27 23:11:14,南京東路三段262號,32,1
942,YouBike2.0_塔悠疏散門,32,20,松山區,2023-05-27 22:41:15,民權東路五段41之1號,11,1
943,YouBike2.0_臺北田徑場,42,0,松山區,2023-05-27 22:50:11,敦化北路/八德路三段(東北側),41,1
944,YouBike2.0_捷運小巨蛋站(5號出口),22,0,松山區,2023-05-27 22:57:04,南京東路四段75-1號前,22,1
945,YouBike2.0_敦化長春路口,34,0,松山區,2023-05-27 22:41:04,敦化北路112號前,34,1
946,YouBike2.0_饒河疏散門(基四號疏散門),19,6,松山區,2023-05-27 23:13:14,松河街182號對側,11,1
947,YouBike2.0_捷運松山站(2號出口),14,0,松山區,2023-05-27 23:12:14,八德路四段685號前,14,1
948,YouBike2.0_民權東路三段106巷口,22,2,松山區,2023-05-27 23:13:14,民權東路三段102號前,18,1
949,YouBike2.0_南京東路五段59巷口,11,8,松山區,2023-05-27 23:12:14,南京東路五段57號(前),3,1
950,YouBike2.0_三民公園(塔悠路),20,8,松山區,2023-05-27 23:08:14,塔悠路/撫遠街261巷(西側),12,1
951,YouBike2.0_寶清公園,13,5,松山區,2023-05-27 23:10:20,寶清街/寶清街30巷(北側),6,1
952,YouBike2.0_西松公園,11,4,松山區,2023-05-27 23:13:14,健康路/南京東路五段251巷50弄(西側),6,1
953,YouBike2.0_長壽公園,15,1,松山區,2023-05-27 22:47:04,健康路174號(旁),14,1
954,YouBike2.0_復源公園,14,6,松山區,2023-05-27 23:09:14,八德路三段106巷62號(對面),5,1
955,YouBike2.0_南京東路四段179巷口,13,2,松山區,2023-05-27 23:12:14,南京東路四段163號(前),11,1
956,YouBike2.0_臺北田徑場(北寧路側),24,0,松山區,2023-05-27 22:27:04,八德路三段25號前,24,1
957,YouBike2.0_西松高中(健康路325巷),31,20,松山區,2023-05-27 23:10:20,健康路325巷 / 健康路325巷12弄口(東北側),10,1
958,YouBike2.0_南京東興路口,20,2,松山區,2023-05-27 23:13:14,南京東路五段 / 東興路口(北側),18,1
959,YouBike2.0_捷運松山站(3號出口),48,0,松山區,2023-05-27 23:05:04,松山路/市民大道六段(西北側捷運3號出口),48,1
960,YouBike2.0_介壽國中,12,11,松山區,2023-05-27 23:13:14,民生東路五段36巷/光復北路165巷,0,1
961,YouBike2.0_敦化南京路口(東北側),14,1,松山區,2023-05-27 23:11:14,敦化北路/南京東路四段,11,1
962,YouBike2.0_敦化八德路口,20,0,松山區,2023-05-27 23:13:14,敦化南路一段/八德路二段(西南側),20,1
